"value","count","year","county","Crop"
123,13054,2021,51019,"Developed/Med_Intensity"
124,2776,2021,51019,"Developed/High_Intensity"
131,357,2021,51019,"Barren"
141,1022362,2021,51019,"Deciduous_Forest"
142,79127,2021,51019,"Evergreen_Forest"
143,225710,2021,51019,"Mixed_Forest"
152,22767,2021,51019,"Shrubland"
176,273265,2021,51019,"Grassland/Pasture"
190,319,2021,51019,"Woody_Wetlands"
195,52,2021,51019,"Herbaceous_Wetlands"
205,6,2021,51019,"Triticale"
216,7,2021,51019,"Peppers"
225,427,2021,51019,"Dbl_Crop_WinWht/Corn"
226,51,2021,51019,"Dbl_Crop_Oats/Corn"
227,1,2021,51019,"Lettuce"
228,99,2021,51019,""
229,23,2021,51019,"Pumpkins"
236,59,2021,51019,"Dbl_Crop_WinWht/Sorghum"
237,76,2021,51019,"Dbl_Crop_Barley/Corn"
240,131,2021,51019,"Dbl_Crop_Soybeans/Oats"
254,22,2021,51019,"Dbl_Crop_Barley/Soybeans"
1,2977,2021,51021,"Corn"
4,50,2021,51021,"Sorghum"
5,12,2021,51021,"Soybeans"
11,6,2021,51021,"Tobacco"
12,4,2021,51021,"Sweet_Corn"
23,41,2021,51021,"Spring_Wheat"
24,32,2021,51021,"Winter_Wheat"
28,15,2021,51021,"Oats"
29,4,2021,51021,"Millet"
36,738,2021,51021,"Alfalfa"
37,64624,2021,51021,"Other_Hay/Non_Alfalfa"
61,36,2021,51021,"Fallow/Idle_Cropland"
67,13,2021,51021,"Peaches"
68,2,2021,51021,"Apples"
70,125,2021,51021,"Christmas_Trees"
111,318,2021,51021,"Open_Water"
121,25229,2021,51021,"Developed/Open_Space"
122,8964,2021,51021,"Developed/Low_Intensity"
123,3670,2021,51021,"Developed/Med_Intensity"
124,462,2021,51021,"Developed/High_Intensity"
131,358,2021,51021,"Barren"
141,611561,2021,51021,"Deciduous_Forest"
142,28789,2021,51021,"Evergreen_Forest"
143,168646,2021,51021,"Mixed_Forest"
152,1819,2021,51021,"Shrubland"
176,113622,2021,51021,"Grassland/Pasture"
190,98,2021,51021,"Woody_Wetlands"
195,16,2021,51021,"Herbaceous_Wetlands"
205,32,2021,51021,"Triticale"
225,50,2021,51021,"Dbl_Crop_WinWht/Corn"
228,75,2021,51021,""
229,1,2021,51021,"Pumpkins"
240,5,2021,51021,"Dbl_Crop_Soybeans/Oats"
243,7,2021,51021,"Cabbage"
1,15962,2021,51023,"Corn"
4,48,2021,51023,"Sorghum"
5,4692,2021,51023,"Soybeans"
11,57,2021,51023,"Tobacco"
21,5,2021,51023,"Barley"
24,296,2021,51023,"Winter_Wheat"
26,474,2021,51023,"Dbl_Crop_WinWht/Soybeans"
27,8,2021,51023,"Rye"
28,15,2021,51023,"Oats"
29,35,2021,51023,"Millet"
36,1232,2021,51023,"Alfalfa"
37,118362,2021,51023,"Other_Hay/Non_Alfalfa"
59,7,2021,51023,"Sod/Grass_Seed"
61,306,2021,51023,"Fallow/Idle_Cropland"
67,93,2021,51023,"Peaches"
68,227,2021,51023,"Apples"
69,32,2021,51023,"Grapes"
70,23,2021,51023,"Christmas_Trees"
77,1,2021,51023,"Pears"
111,11754,2021,51023,"Open_Water"
121,58354,2021,51023,"Developed/Open_Space"
122,38340,2021,51023,"Developed/Low_Intensity"
123,11126,2021,51023,"Developed/Med_Intensity"
124,2996,2021,51023,"Developed/High_Intensity"
131,531,2021,51023,"Barren"
141,818144,2021,51023,"Deciduous_Forest"
142,64102,2021,51023,"Evergreen_Forest"
143,286843,2021,51023,"Mixed_Forest"
152,3657,2021,51023,"Shrubland"
176,131845,2021,51023,"Grassland/Pasture"
190,178,2021,51023,"Woody_Wetlands"
195,41,2021,51023,"Herbaceous_Wetlands"
205,8,2021,51023,"Triticale"
216,5,2021,51023,"Peppers"
225,1070,2021,51023,"Dbl_Crop_WinWht/Corn"
226,1,2021,51023,"Dbl_Crop_Oats/Corn"
227,2,2021,51023,"Lettuce"
228,34,2021,51023,""
229,50,2021,51023,"Pumpkins"
236,15,2021,51023,"Dbl_Crop_WinWht/Sorghum"
237,34,2021,51023,"Dbl_Crop_Barley/Corn"
240,41,2021,51023,"Dbl_Crop_Soybeans/Oats"
243,6,2021,51023,"Cabbage"
254,9,2021,51023,"Dbl_Crop_Barley/Soybeans"
1,6875,2021,51025,"Corn"
2,320,2021,51025,"Cotton"
4,156,2021,51025,"Sorghum"
5,67058,2021,51025,"Soybeans"
6,4,2021,51025,"Sunflower"
10,169,2021,51025,"Peanuts"
11,4585,2021,51025,"Tobacco"
12,1,2021,51025,"Sweet_Corn"
21,1,2021,51025,"Barley"
24,277,2021,51025,"Winter_Wheat"
26,6074,2021,51025,"Dbl_Crop_WinWht/Soybeans"
27,5,2021,51025,"Rye"
28,151,2021,51025,"Oats"
29,209,2021,51025,"Millet"
34,9,2021,51025,"Rape_Seed"
36,22,2021,51025,"Alfalfa"
37,58285,2021,51025,"Other_Hay/Non_Alfalfa"
42,489,2021,51025,"Dry_Beans"
43,2,2021,51025,"Potatoes"
59,28,2021,51025,"Sod/Grass_Seed"
61,628,2021,51025,"Fallow/Idle_Cropland"
69,8,2021,51025,"Grapes"
70,3,2021,51025,"Christmas_Trees"
111,11564,2021,51025,"Open_Water"
121,68390,2021,51025,"Developed/Open_Space"
122,21819,2021,51025,"Developed/Low_Intensity"
123,4322,2021,51025,"Developed/Med_Intensity"
124,1206,2021,51025,"Developed/High_Intensity"
131,732,2021,51025,"Barren"
141,113187,2021,51025,"Deciduous_Forest"
142,656299,2021,51025,"Evergreen_Forest"
143,294540,2021,51025,"Mixed_Forest"
152,143731,2021,51025,"Shrubland"
176,135337,2021,51025,"Grassland/Pasture"
190,40873,2021,51025,"Woody_Wetlands"
195,408,2021,51025,"Herbaceous_Wetlands"
205,4,2021,51025,"Triticale"
214,24,2021,51025,"Broccoli"
222,114,2021,51025,"Squash"
225,188,2021,51025,"Dbl_Crop_WinWht/Corn"
229,2,2021,51025,"Pumpkins"
236,22,2021,51025,"Dbl_Crop_WinWht/Sorghum"
237,3,2021,51025,"Dbl_Crop_Barley/Corn"
240,429,2021,51025,"Dbl_Crop_Soybeans/Oats"
243,6,2021,51025,"Cabbage"
254,24,2021,51025,"Dbl_Crop_Barley/Soybeans"
1,40,2021,51027,"Corn"
4,3,2021,51027,"Sorghum"
5,5,2021,51027,"Soybeans"
24,1,2021,51027,"Winter_Wheat"
36,3,2021,51027,"Alfalfa"
37,4169,2021,51027,"Other_Hay/Non_Alfalfa"
44,70,2021,51027,"Other_Crops"
61,3,2021,51027,"Fallow/Idle_Cropland"
70,1,2021,51027,"Christmas_Trees"
111,788,2021,51027,"Open_Water"
121,48624,2021,51027,"Developed/Open_Space"
122,23961,2021,51027,"Developed/Low_Intensity"
123,11721,2021,51027,"Developed/Med_Intensity"
124,1858,2021,51027,"Developed/High_Intensity"
131,6698,2021,51027,"Barren"
141,1287905,2021,51027,"Deciduous_Forest"
142,16427,2021,51027,"Evergreen_Forest"
143,6177,2021,51027,"Mixed_Forest"
152,18967,2021,51027,"Shrubland"
176,22561,2021,51027,"Grassland/Pasture"
190,26,2021,51027,"Woody_Wetlands"
195,14,2021,51027,"Herbaceous_Wetlands"
225,1,2021,51027,"Dbl_Crop_WinWht/Corn"
229,1,2021,51027,"Pumpkins"
243,1,2021,51027,"Cabbage"
1,10286,2021,51029,"Corn"
4,74,2021,51029,"Sorghum"
5,11164,2021,51029,"Soybeans"
11,33,2021,51029,"Tobacco"
12,4,2021,51029,"Sweet_Corn"
21,9,2021,51029,"Barley"
24,664,2021,51029,"Winter_Wheat"
26,1390,2021,51029,"Dbl_Crop_WinWht/Soybeans"
27,29,2021,51029,"Rye"
28,44,2021,51029,"Oats"
29,1,2021,51029,"Millet"
36,111,2021,51029,"Alfalfa"
37,116287,2021,51029,"Other_Hay/Non_Alfalfa"
44,1,2021,51029,"Other_Crops"
59,31,2021,51029,"Sod/Grass_Seed"
61,2605,2021,51029,"Fallow/Idle_Cropland"
68,19,2021,51029,"Apples"
69,3,2021,51029,"Grapes"
70,18,2021,51029,"Christmas_Trees"
111,11922,2021,51029,"Open_Water"
121,57993,2021,51029,"Developed/Open_Space"
122,10999,2021,51029,"Developed/Low_Intensity"
123,3285,2021,51029,"Developed/Med_Intensity"
124,693,2021,51029,"Developed/High_Intensity"
131,282,2021,51029,"Barren"
141,482518,2021,51029,"Deciduous_Forest"
142,314058,2021,51029,"Evergreen_Forest"
143,374875,2021,51029,"Mixed_Forest"
152,69207,2021,51029,"Shrubland"
176,197731,2021,51029,"Grassland/Pasture"
190,12581,2021,51029,"Woody_Wetlands"
195,202,2021,51029,"Herbaceous_Wetlands"
205,15,2021,51029,"Triticale"
225,151,2021,51029,"Dbl_Crop_WinWht/Corn"
226,1,2021,51029,"Dbl_Crop_Oats/Corn"
228,9,2021,51029,""
229,26,2021,51029,"Pumpkins"
236,7,2021,51029,"Dbl_Crop_WinWht/Sorghum"
237,53,2021,51029,"Dbl_Crop_Barley/Corn"
240,6,2021,51029,"Dbl_Crop_Soybeans/Oats"
254,7,2021,51029,"Dbl_Crop_Barley/Soybeans"
1,16713,2021,51031,"Corn"
4,36,2021,51031,"Sorghum"
5,19095,2021,51031,"Soybeans"
11,109,2021,51031,"Tobacco"
12,1,2021,51031,"Sweet_Corn"
21,374,2021,51031,"Barley"
24,2406,2021,51031,"Winter_Wheat"
26,5370,2021,51031,"Dbl_Crop_WinWht/Soybeans"
27,12,2021,51031,"Rye"
28,42,2021,51031,"Oats"
29,6,2021,51031,"Millet"
36,130,2021,51031,"Alfalfa"
37,211710,2021,51031,"Other_Hay/Non_Alfalfa"
59,1048,2021,51031,"Sod/Grass_Seed"
61,1412,2021,51031,"Fallow/Idle_Cropland"
67,1,2021,51031,"Peaches"
68,46,2021,51031,"Apples"
69,3,2021,51031,"Grapes"
70,2,2021,51031,"Christmas_Trees"
111,10007,2021,51031,"Open_Water"
121,52140,2021,51031,"Developed/Open_Space"
122,48820,2021,51031,"Developed/Low_Intensity"
123,13935,2021,51031,"Developed/Med_Intensity"
124,5117,2021,51031,"Developed/High_Intensity"
131,258,2021,51031,"Barren"
141,425640,2021,51031,"Deciduous_Forest"
142,170333,2021,51031,"Evergreen_Forest"
143,233366,2021,51031,"Mixed_Forest"
152,49878,2021,51031,"Shrubland"
176,189391,2021,51031,"Grassland/Pasture"
190,1967,2021,51031,"Woody_Wetlands"
195,57,2021,51031,"Herbaceous_Wetlands"
205,3,2021,51031,"Triticale"
216,1,2021,51031,"Peppers"
219,1,2021,51031,"Greens"
225,27,2021,51031,"Dbl_Crop_WinWht/Corn"
227,1,2021,51031,"Lettuce"
228,6,2021,51031,""
229,13,2021,51031,"Pumpkins"
236,21,2021,51031,"Dbl_Crop_WinWht/Sorghum"
237,160,2021,51031,"Dbl_Crop_Barley/Corn"
240,6,2021,51031,"Dbl_Crop_Soybeans/Oats"
254,53,2021,51031,"Dbl_Crop_Barley/Soybeans"
1,65734,2021,51033,"Corn"
2,27,2021,51033,"Cotton"
4,26,2021,51033,"Sorghum"
5,90761,2021,51033,"Soybeans"
6,2,2021,51033,"Sunflower"
10,10,2021,51033,"Peanuts"
11,30,2021,51033,"Tobacco"
12,1,2021,51033,"Sweet_Corn"
21,12,2021,51033,"Barley"
24,225,2021,51033,"Winter_Wheat"
26,23267,2021,51033,"Dbl_Crop_WinWht/Soybeans"
27,16,2021,51033,"Rye"
28,5,2021,51033,"Oats"
29,17,2021,51033,"Millet"
34,1,2021,51033,"Rape_Seed"
36,132,2021,51033,"Alfalfa"
37,40048,2021,51033,"Other_Hay/Non_Alfalfa"
42,11,2021,51033,"Dry_Beans"
43,2,2021,51033,"Potatoes"
59,72,2021,51033,"Sod/Grass_Seed"
61,441,2021,51033,"Fallow/Idle_Cropland"
69,11,2021,51033,"Grapes"
70,1,2021,51033,"Christmas_Trees"
71,4,2021,51033,"Other_Tree_Crops"
111,20238,2021,51033,"Open_Water"
121,59211,2021,51033,"Developed/Open_Space"
122,20515,2021,51033,"Developed/Low_Intensity"
123,7591,2021,51033,"Developed/Med_Intensity"
124,1723,2021,51033,"Developed/High_Intensity"
131,1529,2021,51033,"Barren"
141,299374,2021,51033,"Deciduous_Forest"
142,261349,2021,51033,"Evergreen_Forest"
143,392374,2021,51033,"Mixed_Forest"
152,51722,2021,51033,"Shrubland"
176,53316,2021,51033,"Grassland/Pasture"
190,155965,2021,51033,"Woody_Wetlands"
195,2516,2021,51033,"Herbaceous_Wetlands"
219,1,2021,51033,"Greens"
221,1,2021,51033,"Strawberries"
222,239,2021,51033,"Squash"
225,6,2021,51033,"Dbl_Crop_WinWht/Corn"
228,2,2021,51033,""
236,4,2021,51033,"Dbl_Crop_WinWht/Sorghum"
237,3,2021,51033,"Dbl_Crop_Barley/Corn"
240,2,2021,51033,"Dbl_Crop_Soybeans/Oats"
243,1,2021,51033,"Cabbage"
254,2360,2021,51033,"Dbl_Crop_Barley/Soybeans"
1,6677,2021,51035,"Corn"
4,78,2021,51035,"Sorghum"
5,420,2021,51035,"Soybeans"
11,45,2021,51035,"Tobacco"
12,143,2021,51035,"Sweet_Corn"
21,5,2021,51035,"Barley"
24,84,2021,51035,"Winter_Wheat"
26,18,2021,51035,"Dbl_Crop_WinWht/Soybeans"
27,4,2021,51035,"Rye"
28,534,2021,51035,"Oats"
36,315,2021,51035,"Alfalfa"
37,151693,2021,51035,"Other_Hay/Non_Alfalfa"
59,2,2021,51035,"Sod/Grass_Seed"
61,382,2021,51035,"Fallow/Idle_Cropland"
66,115,2021,51035,"Cherries"
67,244,2021,51035,"Peaches"
68,968,2021,51035,"Apples"
69,4,2021,51035,"Grapes"
70,111,2021,51035,"Christmas_Trees"
71,2,2021,51035,"Other_Tree_Crops"
111,4149,2021,51035,"Open_Water"
121,102690,2021,51035,"Developed/Open_Space"
122,16799,2021,51035,"Developed/Low_Intensity"
123,6331,2021,51035,"Developed/Med_Intensity"
124,1506,2021,51035,"Developed/High_Intensity"
131,206,2021,51035,"Barren"
141,473504,2021,51035,"Deciduous_Forest"
142,42692,2021,51035,"Evergreen_Forest"
143,332956,2021,51035,"Mixed_Forest"
152,6686,2021,51035,"Shrubland"
176,223409,2021,51035,"Grassland/Pasture"
190,210,2021,51035,"Woody_Wetlands"
195,121,2021,51035,"Herbaceous_Wetlands"
205,2,2021,51035,"Triticale"
219,201,2021,51035,"Greens"
225,23,2021,51035,"Dbl_Crop_WinWht/Corn"
229,17,2021,51035,"Pumpkins"
236,12,2021,51035,"Dbl_Crop_WinWht/Sorghum"
243,1237,2021,51035,"Cabbage"
1,15772,2021,51037,"Corn"
4,92,2021,51037,"Sorghum"
5,42108,2021,51037,"Soybeans"
6,1,2021,51037,"Sunflower"
11,151,2021,51037,"Tobacco"
12,3,2021,51037,"Sweet_Corn"
21,24,2021,51037,"Barley"
24,5673,2021,51037,"Winter_Wheat"
26,4591,2021,51037,"Dbl_Crop_WinWht/Soybeans"
27,10,2021,51037,"Rye"
28,9,2021,51037,"Oats"
29,3,2021,51037,"Millet"
31,1,2021,51037,"Canola"
36,151,2021,51037,"Alfalfa"
37,137921,2021,51037,"Other_Hay/Non_Alfalfa"
59,166,2021,51037,"Sod/Grass_Seed"
61,891,2021,51037,"Fallow/Idle_Cropland"
68,12,2021,51037,"Apples"
69,18,2021,51037,"Grapes"
70,41,2021,51037,"Christmas_Trees"
111,9296,2021,51037,"Open_Water"
121,55871,2021,51037,"Developed/Open_Space"
122,12073,2021,51037,"Developed/Low_Intensity"
123,3010,2021,51037,"Developed/Med_Intensity"
124,597,2021,51037,"Developed/High_Intensity"
131,78,2021,51037,"Barren"
141,263344,2021,51037,"Deciduous_Forest"
142,249868,2021,51037,"Evergreen_Forest"
143,326456,2021,51037,"Mixed_Forest"
152,51053,2021,51037,"Shrubland"
176,144398,2021,51037,"Grassland/Pasture"
190,49580,2021,51037,"Woody_Wetlands"
195,572,2021,51037,"Herbaceous_Wetlands"
205,34,2021,51037,"Triticale"
216,3,2021,51037,"Peppers"
219,1,2021,51037,"Greens"
225,23,2021,51037,"Dbl_Crop_WinWht/Corn"
227,2,2021,51037,"Lettuce"
228,7,2021,51037,""
229,4,2021,51037,"Pumpkins"
236,12,2021,51037,"Dbl_Crop_WinWht/Sorghum"
237,46,2021,51037,"Dbl_Crop_Barley/Corn"
240,110,2021,51037,"Dbl_Crop_Soybeans/Oats"
254,15,2021,51037,"Dbl_Crop_Barley/Soybeans"
1,34100,2021,51036,"Corn"
2,2966,2021,51036,"Cotton"
4,52,2021,51036,"Sorghum"
5,33411,2021,51036,"Soybeans"
6,6,2021,51036,"Sunflower"
10,24,2021,51036,"Peanuts"
11,17,2021,51036,"Tobacco"
21,5,2021,51036,"Barley"
24,18,2021,51036,"Winter_Wheat"
26,9206,2021,51036,"Dbl_Crop_WinWht/Soybeans"
27,3,2021,51036,"Rye"
29,16,2021,51036,"Millet"
36,46,2021,51036,"Alfalfa"
37,4863,2021,51036,"Other_Hay/Non_Alfalfa"
42,4,2021,51036,"Dry_Beans"
43,11,2021,51036,"Potatoes"
47,123,2021,51036,"Misc_Vegs_&_Fruits"
50,538,2021,51036,"Cucumbers"
59,3467,2021,51036,"Sod/Grass_Seed"
61,56,2021,51036,"Fallow/Idle_Cropland"
69,2,2021,51036,"Grapes"
70,1,2021,51036,"Christmas_Trees"
92,1,2021,51036,"Aquaculture"
111,26307,2021,51036,"Open_Water"
121,16198,2021,51036,"Developed/Open_Space"
122,2886,2021,51036,"Developed/Low_Intensity"
123,1109,2021,51036,"Developed/Med_Intensity"
124,323,2021,51036,"Developed/High_Intensity"
131,1119,2021,51036,"Barren"
141,22206,2021,51036,"Deciduous_Forest"
142,150137,2021,51036,"Evergreen_Forest"
143,119047,2021,51036,"Mixed_Forest"
152,12774,2021,51036,"Shrubland"
176,11725,2021,51036,"Grassland/Pasture"
190,87223,2021,51036,"Woody_Wetlands"
195,9493,2021,51036,"Herbaceous_Wetlands"
209,1,2021,51036,"Cantaloupes"
225,1,2021,51036,"Dbl_Crop_WinWht/Corn"
228,1,2021,51036,""
240,5,2021,51036,"Dbl_Crop_Soybeans/Oats"
254,9,2021,51036,"Dbl_Crop_Barley/Soybeans"
1,111134,2022,51001,"Corn"
2,1016,2022,51001,"Cotton"
4,275,2022,51001,"Sorghum"
5,162010,2022,51001,"Soybeans"
10,52,2022,51001,"Peanuts"
11,2,2022,51001,"Tobacco"
12,17,2022,51001,"Sweet_Corn"
21,7,2022,51001,"Barley"
24,644,2022,51001,"Winter_Wheat"
26,55776,2022,51001,"Dbl_Crop_WinWht/Soybeans"
27,17,2022,51001,"Rye"
29,2,2022,51001,"Millet"
36,507,2022,51001,"Alfalfa"
37,467,2022,51001,"Other_Hay/Non_Alfalfa"
42,1,2022,51001,"Dry_Beans"
43,2239,2022,51001,"Potatoes"
44,3,2022,51001,"Other_Crops"
59,18,2022,51001,"Sod/Grass_Seed"
61,4,2022,51001,"Fallow/Idle_Cropland"
92,563,2022,51001,"Aquaculture"
111,67920,2022,51001,"Open_Water"
121,60849,2022,51001,"Developed/Open_Space"
122,24631,2022,51001,"Developed/Low_Intensity"
123,13313,2022,51001,"Developed/Med_Intensity"
124,3666,2022,51001,"Developed/High_Intensity"
131,6305,2022,51001,"Barren"
141,1331,2022,51001,"Deciduous_Forest"
142,54066,2022,51001,"Evergreen_Forest"
143,17334,2022,51001,"Mixed_Forest"
152,1224,2022,51001,"Shrubland"
176,1408,2022,51001,"Grassland/Pasture"
190,423235,2022,51001,"Woody_Wetlands"
195,202903,2022,51001,"Herbaceous_Wetlands"
209,11,2022,51001,"Cantaloupes"
221,1,2022,51001,"Strawberries"
225,2,2022,51001,"Dbl_Crop_WinWht/Corn"
236,3,2022,51001,"Dbl_Crop_WinWht/Sorghum"
240,63,2022,51001,"Dbl_Crop_Soybeans/Oats"
254,44,2022,51001,"Dbl_Crop_Barley/Soybeans"
1,11260,2022,51003,"Corn"
4,648,2022,51003,"Sorghum"
5,14168,2022,51003,"Soybeans"
6,2,2022,51003,"Sunflower"
11,19,2022,51003,"Tobacco"
21,92,2022,51003,"Barley"
24,637,2022,51003,"Winter_Wheat"
26,2128,2022,51003,"Dbl_Crop_WinWht/Soybeans"
27,20,2022,51003,"Rye"
28,22,2022,51003,"Oats"
29,3,2022,51003,"Millet"
36,419,2022,51003,"Alfalfa"
37,152701,2022,51003,"Other_Hay/Non_Alfalfa"
44,12,2022,51003,"Other_Crops"
59,39,2022,51003,"Sod/Grass_Seed"
61,2425,2022,51003,"Fallow/Idle_Cropland"
67,70,2022,51003,"Peaches"
68,823,2022,51003,"Apples"
69,18,2022,51003,"Grapes"
70,19,2022,51003,"Christmas_Trees"
71,26,2022,51003,"Other_Tree_Crops"
76,1,2022,51003,"Walnuts"
111,13312,2022,51003,"Open_Water"
121,116349,2022,51003,"Developed/Open_Space"
122,44654,2022,51003,"Developed/Low_Intensity"
123,19897,2022,51003,"Developed/Med_Intensity"
124,6702,2022,51003,"Developed/High_Intensity"
131,499,2022,51003,"Barren"
141,1004553,2022,51003,"Deciduous_Forest"
142,95067,2022,51003,"Evergreen_Forest"
143,277942,2022,51003,"Mixed_Forest"
152,20914,2022,51003,"Shrubland"
176,301385,2022,51003,"Grassland/Pasture"
190,1892,2022,51003,"Woody_Wetlands"
195,248,2022,51003,"Herbaceous_Wetlands"
205,9,2022,51003,"Triticale"
219,1,2022,51003,"Greens"
225,42,2022,51003,"Dbl_Crop_WinWht/Corn"
226,3,2022,51003,"Dbl_Crop_Oats/Corn"
228,145,2022,51003,""
229,6,2022,51003,"Pumpkins"
236,536,2022,51003,"Dbl_Crop_WinWht/Sorghum"
237,166,2022,51003,"Dbl_Crop_Barley/Corn"
240,8,2022,51003,"Dbl_Crop_Soybeans/Oats"
254,20,2022,51003,"Dbl_Crop_Barley/Soybeans"
1,1224,2022,51005,"Corn"
4,352,2022,51005,"Sorghum"
5,238,2022,51005,"Soybeans"
11,2,2022,51005,"Tobacco"
21,11,2022,51005,"Barley"
24,39,2022,51005,"Winter_Wheat"
26,5,2022,51005,"Dbl_Crop_WinWht/Soybeans"
27,2,2022,51005,"Rye"
28,1,2022,51005,"Oats"
29,3,2022,51005,"Millet"
36,261,2022,51005,"Alfalfa"
37,29901,2022,51005,"Other_Hay/Non_Alfalfa"
58,1,2022,51005,"Clover/Wildflowers"
59,5,2022,51005,"Sod/Grass_Seed"
61,61,2022,51005,"Fallow/Idle_Cropland"
67,4,2022,51005,"Peaches"
68,6,2022,51005,"Apples"
69,4,2022,51005,"Grapes"
70,3,2022,51005,"Christmas_Trees"
111,5331,2022,51005,"Open_Water"
121,40839,2022,51005,"Developed/Open_Space"
122,20309,2022,51005,"Developed/Low_Intensity"
123,7730,2022,51005,"Developed/Med_Intensity"
124,1938,2022,51005,"Developed/High_Intensity"
131,579,2022,51005,"Barren"
141,882278,2022,51005,"Deciduous_Forest"
142,27053,2022,51005,"Evergreen_Forest"
143,238999,2022,51005,"Mixed_Forest"
152,1707,2022,51005,"Shrubland"
176,32361,2022,51005,"Grassland/Pasture"
190,96,2022,51005,"Woody_Wetlands"
195,78,2022,51005,"Herbaceous_Wetlands"
205,1,2022,51005,"Triticale"
225,23,2022,51005,"Dbl_Crop_WinWht/Corn"
226,6,2022,51005,"Dbl_Crop_Oats/Corn"
228,26,2022,51005,""
237,6,2022,51005,"Dbl_Crop_Barley/Corn"
243,1,2022,51005,"Cabbage"
254,2,2022,51005,"Dbl_Crop_Barley/Soybeans"
1,33971,2022,51007,"Corn"
2,26,2022,51007,"Cotton"
4,517,2022,51007,"Sorghum"
5,50561,2022,51007,"Soybeans"
6,12,2022,51007,"Sunflower"
10,22,2022,51007,"Peanuts"
11,234,2022,51007,"Tobacco"
12,45,2022,51007,"Sweet_Corn"
21,5,2022,51007,"Barley"
24,518,2022,51007,"Winter_Wheat"
26,6372,2022,51007,"Dbl_Crop_WinWht/Soybeans"
27,36,2022,51007,"Rye"
28,42,2022,51007,"Oats"
29,62,2022,51007,"Millet"
36,209,2022,51007,"Alfalfa"
37,80646,2022,51007,"Other_Hay/Non_Alfalfa"
42,2,2022,51007,"Dry_Beans"
44,28,2022,51007,"Other_Crops"
53,1,2022,51007,"Peas"
59,92,2022,51007,"Sod/Grass_Seed"
61,2071,2022,51007,"Fallow/Idle_Cropland"
67,7,2022,51007,"Peaches"
68,2,2022,51007,"Apples"
69,10,2022,51007,"Grapes"
70,1,2022,51007,"Christmas_Trees"
111,6821,2022,51007,"Open_Water"
121,37057,2022,51007,"Developed/Open_Space"
122,7830,2022,51007,"Developed/Low_Intensity"
123,2489,2022,51007,"Developed/Med_Intensity"
124,448,2022,51007,"Developed/High_Intensity"
131,377,2022,51007,"Barren"
141,172023,2022,51007,"Deciduous_Forest"
142,207179,2022,51007,"Evergreen_Forest"
143,229877,2022,51007,"Mixed_Forest"
152,53527,2022,51007,"Shrubland"
176,81187,2022,51007,"Grassland/Pasture"
190,55315,2022,51007,"Woody_Wetlands"
195,550,2022,51007,"Herbaceous_Wetlands"
205,61,2022,51007,"Triticale"
214,2,2022,51007,"Broccoli"
216,5,2022,51007,"Peppers"
225,1164,2022,51007,"Dbl_Crop_WinWht/Corn"
226,3,2022,51007,"Dbl_Crop_Oats/Corn"
228,334,2022,51007,""
229,5,2022,51007,"Pumpkins"
236,59,2022,51007,"Dbl_Crop_WinWht/Sorghum"
237,18,2022,51007,"Dbl_Crop_Barley/Corn"
240,249,2022,51007,"Dbl_Crop_Soybeans/Oats"
254,635,2022,51007,"Dbl_Crop_Barley/Soybeans"
1,3172,2022,51009,"Corn"
4,5,2022,51009,"Sorghum"
5,1620,2022,51009,"Soybeans"
6,1,2022,51009,"Sunflower"
11,5,2022,51009,"Tobacco"
21,35,2022,51009,"Barley"
24,265,2022,51009,"Winter_Wheat"
26,141,2022,51009,"Dbl_Crop_WinWht/Soybeans"
27,12,2022,51009,"Rye"
28,35,2022,51009,"Oats"
29,3,2022,51009,"Millet"
36,57,2022,51009,"Alfalfa"
37,97040,2022,51009,"Other_Hay/Non_Alfalfa"
59,16,2022,51009,"Sod/Grass_Seed"
61,1128,2022,51009,"Fallow/Idle_Cropland"
67,27,2022,51009,"Peaches"
68,373,2022,51009,"Apples"
76,1,2022,51009,"Walnuts"
111,12267,2022,51009,"Open_Water"
121,63289,2022,51009,"Developed/Open_Space"
122,30613,2022,51009,"Developed/Low_Intensity"
123,7271,2022,51009,"Developed/Med_Intensity"
124,1824,2022,51009,"Developed/High_Intensity"
131,63,2022,51009,"Barren"
141,777161,2022,51009,"Deciduous_Forest"
142,68818,2022,51009,"Evergreen_Forest"
143,199019,2022,51009,"Mixed_Forest"
152,10728,2022,51009,"Shrubland"
176,102417,2022,51009,"Grassland/Pasture"
190,268,2022,51009,"Woody_Wetlands"
195,116,2022,51009,"Herbaceous_Wetlands"
225,12,2022,51009,"Dbl_Crop_WinWht/Corn"
226,5,2022,51009,"Dbl_Crop_Oats/Corn"
228,12,2022,51009,""
229,18,2022,51009,"Pumpkins"
236,2,2022,51009,"Dbl_Crop_WinWht/Sorghum"
237,27,2022,51009,"Dbl_Crop_Barley/Corn"
240,13,2022,51009,"Dbl_Crop_Soybeans/Oats"
254,1,2022,51009,"Dbl_Crop_Barley/Soybeans"
1,8935,2022,51011,"Corn"
4,39,2022,51011,"Sorghum"
5,9465,2022,51011,"Soybeans"
11,5,2022,51011,"Tobacco"
12,1,2022,51011,"Sweet_Corn"
21,2,2022,51011,"Barley"
24,990,2022,51011,"Winter_Wheat"
26,1187,2022,51011,"Dbl_Crop_WinWht/Soybeans"
27,9,2022,51011,"Rye"
28,1,2022,51011,"Oats"
29,1,2022,51011,"Millet"
36,67,2022,51011,"Alfalfa"
